#DEG_AC	#Gene_Name	#Gene_Ref	#Uniprot_ID	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG2001	DEG20010519	TID3	-	GI:6322047	-	Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, kinetochore assembly and clustering	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010520	SLN1	P39928	GI:6322044	-	Histidine kinase osmosensor that regulates a MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010521	MCM10	P32354	GI:6322041	-	Essential chromatin-associated protein involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010522	DJP1	P40564	GI:6322194	-	Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010523	PAN1	P32521	GI:6322196	-	Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p, associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; previously thought to be a subunit of poly(A) ribonuclease	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010524	PRI1	P10363	GI:6322198	-	Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010525	DSN1	P40568	GI:6322200	-	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; important for chromosome segregation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010526	STS1	P38637	GI:6322201	-	Protein that interacts with the karyopherin Srp1p; may have a role with Srp1p in ubiquitin-mediated protein degradation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010527	SQT1	P35184	GI:6322202	-	Essential protein involved in a late step of 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010528	RPR2	P40571	GI:6322205	-	Subunit of nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends; not shared between RNase MRP and RNase P, in contrast to all other RNase P protein subunits	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010529	SEC11	P15367	GI:6322213	-	18kDa catalytic subunit of the Signal Peptidase Complex (SPC; Spc1p, Spc2p, Spc3p, and Sec11p) which cleaves the signal sequence of proteins targeted to the endoplasmic reticulum	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010530	PRE3	P38624	GI:6322459	-	Beta 1 subunit of the 20S proteasome, responsible for cleavage after acidic residues in peptides	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010531	OST1	P41543	GI:6322458	-	Alpha subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010532	CYR1	P08678	GI:6322455	-	Adenylate cyclase, required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010533	CCT8	P47079	GI:6322452	-	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010534	NOP9	P47077	GI:6322450	-	Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010535	RPC17	P47076	GI:6322449	-	RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010536	CCT3	P39077	GI:6322446	-	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010537	MPS3	P47069	GI:27808709	-	Nuclear envelope protein required for SPB duplication and nuclear fusion; localizes to the SPB half bridge and at telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010538	RRN7	P40992	GI:6322435	-	Protein involved in the transcription of 35S rRNA genes by RNA polymerase I; component of the core factor (CF) complex also composed of Rrn11p, Rrn6p and TATA-binding protein	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010539	RNR2	P09938	GI:6322434	-	Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010540	BET4	Q00618	GI:41629687	-	Alpha subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010541	HCA4	P20448	GI:6322427	-	Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010542	KAR2	P16474	GI:6322426	-	ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010543	TAD2	P47058	GI:6322425	-	Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010544	NUP192	P47054	GI:6322421	-	Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010545	NSP1	P14907	GI:6322420	-	Essential component of the nuclear pore complex, which mediates nuclear import and export	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010546	MTR4	P47047	GI:6322411	-	Dead-box family ATP dependent helicase required for mRNA export from the nucleus; co-factor of the exosome complex, required for 3' end formation of 5.8S rRNA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010547	TIM54	P47045	GI:6322407	-	Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010548	NUP82	P40368	GI:6322400	-	Nucleoporin, subunit of the nuclear pore complex (NPC); forms a subcomplex with Nup159p and Nsp1p, interacts with Nup116p and is required for proper localization of Nup116p in the NPC	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010549	UTP18	P40362	GI:6322392	-	Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010550	PSF2	P40359	GI:6322389	-	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010551	SMC3	P47037	GI:6322387	-	Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010552	NET1	P47035	GI:6322385	-	Core subunit of the RENT complex, which is a complex involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010553	ARP4	P80428	GI:6322380	-	Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010554	EXO70	P19658	GI:6322375	-	Subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which directs secretory vesicles to active sites of exocytosis; acts with Sec3p in membrane targeting of the exocyst via PI(4,5)P2 binding	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010555	TRL1	P09880	GI:6322374	-	tRNA ligase, required for tRNA splicing; composed of three essential domains containing the phosphodiesterase, polynucleotide kinase, and ligase activities required for ligation; localized at the inner membrane of the nuclear envelope	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010556	DPB11	P47027	GI:6322371	-	Subunit of DNA Polymerase II Epsilon complex; has BRCT domain, required on the prereplicative complex at replication origins for loading DNA polymerases, also required for S/M checkpoint control; activates Mec1p kinase activity	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010557	GWT1	P47026	GI:37362667	-	Protein involved in the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) to form glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010558	PHS1	P40857	GI:6322364	-	Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane, involved in elongation of very long-chain fatty acids; evolutionarily conserved, similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010559	PAM16	P42949	GI:6322357	-	Constituent of the mitochondrial import motor associated with the presequence translocase, along with Ssc1p, Tim44p, Mge1p, and Pam18p; forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains J-like domain	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010560	UTP10	P42945	GI:6322352	-	Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010561	CCT7	P42943	GI:6322350	-	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010562	MTC1	P47018	GI:6322338	-	Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010563	GCD14	P46959	GI:6322336	-	Subunit of tRNA (1-methyladenosine) methyltransferase, with Gcd10p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010564	TIM17	P39515	GI:6322318	-	Essential constituent of the mitochondrial inner membrane presequence translocase; interacts with Pam18p to recruit the presequence translocase-associated motor (PAM complex) and also required for protein sorting during import	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010565	SSY5	P47002	GI:6322305	-	Serine protease of SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); contains an inhibitory domain that dissociates in response to extracellular amino acids, freeing a catalytic domain to activate transcription factor Stp1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010566	FAR1	P21268	GI:6322304	-	Cyclin-dependent kinase inhibitor that mediates cell cycle arrest in response to pheromone; also forms a complex with Cdc24p, Ste4p, and Ste18p that may specify the direction of polarized growth during mating; potential Cdc28p substrate	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010567	TPK1	P06244	GI:6322297	-	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; partially redundant with Tpk2p and Tpk3p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010568	ERG20	P08524	GI:6322294	-	Farnesyl pyrophosphate synthetase, has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010569	RFA3	P26755	GI:6322288	-	Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010570	KRE9	P39005	GI:6322287	-	Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010571	CDC6	P09119	GI:6322266	-	Essential ATP-binding protein required for DNA replication, component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010572	PRP21	P32524	GI:6322258	-	Subunit of the SF3a splicing factor complex, required for spliceosome assembly	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010573	MPP10	P47083	GI:6322461	-	Component of the SSU processome and 90S preribosome, required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010574	YJR003C	-	GI:99030925	-	Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010575	POL31	P46957	GI:6322465	-	DNA polymerase III (delta) subunit, essential for cell viability; involved in DNA replication and DNA repair	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010576	SUI2	P20459	GI:6322466	-	Alpha subunit of the translation initiation factor eIF2, involved in the identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010577	YJR012C	P47087	GI:6322472	-	Essential protein of unknown function; proposed involvement in transport based on mass spectrometry analysis of copurifying proteins; partially overlaps neighboring ORF, GPI14/YJR013W	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010578	GPI14	P47088	GI:42742257	-	Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I, involved in GPI anchor biosynthesis, requires Pbn1p for function; homolog of mammalian PIG-M	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010579	ILV3	P39522	GI:6322476	-	Dihydroxyacid dehydratase, catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010580	ESS1	P22696	GI:37362669	-	Peptidylprolyl-cis/trans-isomerase (PPIase) specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNA polymerase II large subunit (Rpo21p) C-terminal domain	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010581	LSM8	P47093	GI:37362670	-	Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010582	URB2	P47108	GI:6322501	-	Nucleolar protein required for normal metabolism of the rRNA primary transcript, proposed to be involved in ribosome biogenesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010583	NUP85	P46673	GI:6322502	-	Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), required for assembly of the subcomplex and also for formation of the nucleocytoplasmic Gsp1p concentration gradient that plays a role in nuclear trafficking	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010584	SSC1	P0CS90	GI:6322505	-	Mitochondrial matrix ATPase, subunit of the presequence translocase-associated protein import motor (PAM) and of SceI endonuclease; involved in protein folding and translocation into the matrix; phosphorylated; member of HSP70 family	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010585	TAH11	P47112	GI:6322506	-	DNA replication licensing factor, required for pre-replication complex assembly	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010586	CDC8	P00572	GI:6322517	-	Thymidylate and uridylate kinase, functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe Tmp1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010587	CCT5	P40413	GI:6322524	-	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010588	ARP3	P47117	GI:6322525	-	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010589	YAE1	P47118	GI:6322527	-	Protein of unknown function, essential for growth under standard (aerobic) conditions but not under anaerobic conditions	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010590	RFC2	P40348	GI:6322528	-	Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010591	NPA3	P47122	GI:6322532	-	Essential, conserved, cytoplasmic ATPase; phosphorylated by the Pcl1p-Pho85p kinase complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010592	CDC11	P32458	GI:6322536	-	Component of the septin ring of the mother-bud neck that is required for cytokinesis; septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane, and they comprise the 10nm filaments seen with EM	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010593	FIP1	P45976	GI:6322552	-	Subunit of cleavage polyadenylation factor (CPF), interacts directly with poly(A) polymerase (Pap1p) to regulate its activity	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010594	SFC1	P33303	GI:6322555	-	Mitochondrial succinate-fumarate transporter, transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010595	NNF1	P47149	GI:6322572	-	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010596	RPS5	P26783	GI:6322583	-	Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010597	YJR141W	P47172	GI:6322601	-	Essential protein of unknown function	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010598	AUR1	P36107	GI:6322849	-	Phosphatidylinositol:ceramide phosphoinositol transferase (IPC synthase), required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010599	SFT1	P43682	GI:6322846	-	Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010600	PRP40	P33203	GI:6322840	-	U1 snRNP protein involved in splicing, interacts with the branchpoint-binding protein during the formation of the second commitment complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010601	ARC19	P33204	GI:6322839	-	Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010602	URB1	P34241	GI:6322838	-	Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010603	SWD2	P36104	GI:6322834	-	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor), a complex involved in RNAP II transcription termination	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010604	RAM2	P29703	GI:6322833	-	Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; essential protein required for membrane localization of Ras proteins and a-factor	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010605	MAK11	P20484	GI:6322831	-	Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010606	CDC16	P09798	GI:6322830	-	Subunit of the anaphase-promoting complex/cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; required for sporulation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010607	URA6	P15700	GI:6322828	-	Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010608	TFA1	P36100	GI:6322824	-	TFIIE large subunit, involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010609	TTI1	P36097	GI:6322819	-	Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010610	UGP1	P32861	GI:6322815	-	UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010611	SPC42	P36094	GI:6322809	-	Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010612	PRI2	P20457	GI:6322806	-	Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010613	CSE4	P36012	GI:27808712	-	Centromere protein that resembles histone H3, required for proper kinetochore function; homolog of human CENP-A	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010614	ASK1	P35734	GI:6322799	-	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010615	TOA2	P32774	GI:6322792	-	TFIIA small subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to smallest subunit of human and Drosophila TFIIA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010616	MPE1	P35728	GI:6322791	-	Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA, contains a putative RNA-binding zinc knuckle motif	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010617	FBA1	P14540	GI:6322790	-	Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010618	DHR2	P36009	GI:6322772	-	Predominantly nucleolar DEAH-box ATP-dependent RNA helicase, required for 18S rRNA synthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010619	RRP14	P36080	GI:6322768	-	Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010620	CAB3	P36076	GI:6322762	-	Probable phosphopantothenoylcysteine decarboxylase (PPCDC), which catalyzes the third step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC; interacts with Sis2p and Vhs3p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010621	MIF2	P35201	GI:6322761	-	Kinetochore protein with homology to human CENP-C, required for structural integrity of the spindle during anaphase spindle elongation, interacts with histones H2A, H2B, and H4, phosphorylated by Ipl1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010622	YJU2	P28320	GI:6322755	-	"Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""nineteen complex"") and acts after Prp2p to promote the first catalytic reaction of splicing"	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010623	UTP11	P34247	GI:83722564	-	Subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010624	HSL1	P34244	GI:6322748	-	Nim1p-related protein kinase that regulates the morphogenesis and septin checkpoints; associates with the assembled septin filament; required along with Hsl7p for bud neck recruitment, phosphorylation, and degradation of Swe1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010625	GFA1	P14742	GI:6322745	-	Glutamine-fructose-6-phosphate amidotransferase, catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010626	SLD2	P34252	GI:6322741	-	Protein required for DNA replication, phosphorylated in S phase by S-phase cyclin-dependent kinases (Cdks), phosphorylation is essential for DNA replication and for complex formation with Dpb11p; potential Cdc28p substrate	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010627	ABF1	P14164	GI:6322737	-	DNA binding protein with possible chromatin-reorganizing activity involved in transcriptional activation, gene silencing, and DNA replication and repair	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010628	SRP21	P32342	GI:6322727	-	Subunit of the signal recognition particle (SRP), which functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010629	RRN3	P36070	GI:6322724	-	Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010630	HSK3	P69852	GI:23270398	-	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010631	SDH3	P33421	GI:6322708	-	Cytochrome b subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone	Saccharomyces cerevisiae	559292	Rich medium
